RootID,Self-assessment,Root,mnemonics,"all derivativies ( Formula column, do not edit)",me- group,me -- kan,ber-,per- group,di-,ter-,ke-,-nya,-kan,se-,idion,peribahasa,Gabungan,synonym,turunan,#N/A,Spelling_L1,OtherLang,Level_LCC_L1,Level_OS_L1,Level_AKD_L1,CEFR,Root wihtout meaning,chatGPT-Find derivaties,kbbi url,wikitonary,word in original language,#N/A,#N/A
742,,sempurna,,"sempurna -      (adj) perfect; complete; pure; accomplis...
menyempurnakan -      (v) perfect; complete; consummate; finis...
kesempurnaan -      (n) perfection; completeness; integrity;...
",sempurna -      (adj) perfect; complete; pure; accomplis...,menyempurnakan -      (v) perfect; complete; consummate; finis...,,,kesempurnaan -      (n) perfection; completeness; integrity;...,,,,,,,,,,,,BK,SAN,2000,1000,3000,A1U,sempurna,Can you list all derivatives of the Indonesian root word sempurna,https://kbbi.kemdikbud.go.id/entri/sempurna,https://en.wiktionary.org/wiki/sempurna#Indonesian,,,
743,,halaman,,"halaman -      (n) page (of books); yard (of buildings)...
laman -      shortened form ((n) homepage of a websit...
berhalaman -      (v) having a yard, courtyard, compound o...
",halaman -      (n) page (of books); yard (of buildings)...,laman -      shortened form ((n) homepage of a websit...,,,"berhalaman -      (v) having a yard, courtyard, compound o...",,,,,,,,,,,,BK,NotE,2000,2000,2000,A1U,halaman,Can you list all derivatives of the Indonesian root word halaman,https://kbbi.kemdikbud.go.id/entri/halaman,https://en.wiktionary.org/wiki/halaman#Indonesian,,,
744,,rancang,,"merancang -      (v pass) planned; intended; designed; co...
rancangan -      (n) design; draft; plan; conception; sch...
perancangan -      (n) designing; planning; contriving
",merancang -      (v pass) planned; intended; designed; co...,rancangan -      (n) design; draft; plan; conception; sch...,,,perancangan -      (n) designing; planning; contriving,,,,,,,,,,,,BK,NotE,3000,5000,4000,A1U,rancang,Can you list all derivatives of the Indonesian root word rancang,https://kbbi.kemdikbud.go.id/entri/rancang,https://en.wiktionary.org/wiki/rancang#Indonesian,,,
745,,pindah,,"pindah -      (v) relocate; transfer; move; change pla...
memindahkan -      (v) displace; transfer; move; remove; re...
berpindah -      (v) emigrate; migrate; move
",pindah -      (v) relocate; transfer; move; change pla...,memindahkan -      (v) displace; transfer; move; remove; re...,,,berpindah -      (v) emigrate; migrate; move,,,,,,,,,,,,BK,NotE,3000,1000,2000,A1U,pindah,Can you list all derivatives of the Indonesian root word pindah,https://kbbi.kemdikbud.go.id/entri/pindah,https://en.wiktionary.org/wiki/pindah#Indonesian,,,
746,,sisa,,"sisa -      (n) rest; remainder; residue; remnant; s...
sisanya -      (n) balance; the remainder; the amount l...
tersisa -      (v pass) left over; left; remaining
",sisa -      (n) rest; remainder; residue; remnant; s...,sisanya -      (n) balance; the remainder; the amount l...,,,tersisa -      (v pass) left over; left; remaining,,,,,,,,,,,,BK,NotE,3000,2000,2000,A1U,sisa,Can you list all derivatives of the Indonesian root word sisa,https://kbbi.kemdikbud.go.id/entri/sisa,https://en.wiktionary.org/wiki/sisa#Indonesian,,,
747,,lupa,,"lupa -      (v) forget; neglect; omit
melupakan -      (v) forget; omit; neglect
terlupa -      (v pass) omitted; forgotten
",lupa -      (v) forget; neglect; omit,melupakan -      (v) forget; omit; neglect,,,terlupa -      (v pass) omitted; forgotten,,,,,,,,,,,,BK,SAN,2000,1000,3000,A1U,lupa,Can you list all derivatives of the Indonesian root word lupa,https://kbbi.kemdikbud.go.id/entri/lupa,https://en.wiktionary.org/wiki/lupa#Indonesian,,,
748,,puas,,"puas -      (adj) satisfied; content; complacent; sa...
kepuasan -      (n) satisfaction; gratification
memuaskan -      (v) satisfy; (adj) be satisfactory
",puas -      (adj) satisfied; content; complacent; sa...,kepuasan -      (n) satisfaction; gratification,,,memuaskan -      (v) satisfy; (adj) be satisfactory,,,,,,,,,,,,BK,NotE,3000,3000,2000,A1U,puas,Can you list all derivatives of the Indonesian root word puas,https://kbbi.kemdikbud.go.id/entri/puas,https://en.wiktionary.org/wiki/puas#Indonesian,,,
749,,salur,,"saluran -      (n) gutter; channel; drainage; ditch
menyalurkan -      (v) distribute; funnel; channel; pipe; r...
penyaluran -      (n) distributing; channeling; funneling;...
",saluran -      (n) gutter; channel; drainage; ditch,menyalurkan -      (v) distribute; funnel; channel; pipe; r...,,,penyaluran -      (n) distributing; channeling; funneling;...,,,,,,,,,,,,BK,NotE,3000,3000,3000,A1U,salur,Can you list all derivatives of the Indonesian root word salur,https://kbbi.kemdikbud.go.id/entri/salur,https://en.wiktionary.org/wiki/salur#Indonesian,,,
750,,kristus,,"kristen -      (n/adj) Christian (esp. Protestant)
kristus -      (n) Christ (= Yesus)
kristiani -      (adj) Christian
",kristen -      (n/adj) Christian (esp. Protestant),kristus -      (n) Christ (= Yesus),,,kristiani -      (adj) Christian,,,,,,,,,,,,BK,ENG,2000,4000,4000,A1U,kristus,Can you list all derivatives of the Indonesian root word kristus,https://kbbi.kemdikbud.go.id/entri/kristus,https://en.wiktionary.org/wiki/kristus#Indonesian,,,
751,,lomba,,"lomba -      (n) race; match; competition; contest
perlombaan -      (n) race; match; competition; contest
berlomba -      (v) having races; holding competitions
",lomba -      (n) race; match; competition; contest,perlombaan -      (n) race; match; competition; contest,,,berlomba -      (v) having races; holding competitions,,,,,,,,,,,,BK,NotE,2000,7000,3000,A1U,lomba,Can you list all derivatives of the Indonesian root word lomba,https://kbbi.kemdikbud.go.id/entri/lomba,https://en.wiktionary.org/wiki/lomba#Indonesian,,,
752,0,zaman,,"

",,,,,,,,,,,,,,,,,BK,ARA,2000,4000,4000,A1U,zaman,Can you list all derivatives of the Indonesian root word zaman,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
753,,gas,,"gas -      (n) gas; gasoline (= bensin); gas vapors...
biogas -      (n) biogas (gas that is produced by the ...
bergas -      (v) being gassed up; having gas
",gas -      (n) gas; gasoline (= bensin); gas vapors...,biogas -      (n) biogas (gas that is produced by the ...,,,bergas -      (v) being gassed up; having gas,,,,,,,,,,,,BK,ENG,1000,2000,1000,A1U,gas,Can you list all derivatives of the Indonesian root word gas,https://kbbi.kemdikbud.go.id/entri/gas,https://en.wiktionary.org/wiki/gas#Indonesian,,,
754,,wajah,,"wajah -      (n) face; countenance; (n) perspective; ...
berwajah -      (v) having facial appearance; having asp...

",wajah -      (n) face; countenance; (n) perspective; ...,berwajah -      (v) having facial appearance; having asp...,,,,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,wajah,Can you list all derivatives of the Indonesian root word wajah,https://kbbi.kemdikbud.go.id/entri/wajah,https://en.wiktionary.org/wiki/wajah#Indonesian,,,
755,,khawatir,,"khawatir -      (adj) worried; afraid
mengkhawatirkan -      (v pass) worried about
kekhawatiran -      (n) anxiety; nervousness; apprehension; ...
",khawatir -      (adj) worried; afraid,mengkhawatirkan -      (v pass) worried about,,,kekhawatiran -      (n) anxiety; nervousness; apprehension; ...,,,,,,,,,,,,BK,ARA,2000,1000,2000,A1U,khawatir,Can you list all derivatives of the Indonesian root word khawatir,https://kbbi.kemdikbud.go.id/entri/khawatir,https://en.wiktionary.org/wiki/khawatir#Indonesian,,,
756,,belah -      (n) cut; cleft; crack; chasm; crevice; r...,,"sebelah -      (p) one side; one half; in the vicinity ...
belah -      (n) cut; cleft; crack; chasm; crevice; r...
belahan -      (n) split; fissure; crack; part; side; c...
",sebelah -      (p) one side; one half; in the vicinity ...,sebelahnya -     next to it,,,belahan -      (n) split; fissure; crack; part; side; c...,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,belah,Can you list all derivatives of the Indonesian root word belah,https://kbbi.kemdikbud.go.id/entri/belah,https://en.wiktionary.org/wiki/belah#Indonesian,,,
757,,doa,,"doa -      (n) prayer; invocation
berdoa -      (v) pray (to God); wish; ask God to give...
mendoakan -      (v) pray; make a solemn request to God
",doa -      (n) prayer; invocation,berdoa -      (v) pray (to God); wish; ask God to give...,,,mendoakan -      (v) pray; make a solemn request to God,,,,,,,,,,,,BK,NotE,2000,4000,4000,A1U,doa,Can you list all derivatives of the Indonesian root word doa,https://kbbi.kemdikbud.go.id/entri/doa,https://en.wiktionary.org/wiki/doa#Indonesian,,,
758,,gratis,,"gratis -      (adj) gratis; free; complimentary
gratisan -      (n) free gift; something given free; fre...
menggratiskan -      (v) give something for free; gift
",gratis -      (adj) gratis; free; complimentary,gratisan -      (n) free gift; something given free; fre...,,,menggratiskan -      (v) give something for free; gift,,,,,,,,,,,,BK,ENG,1000,2000,2000,A1U,gratis,Can you list all derivatives of the Indonesian root word gratis,https://kbbi.kemdikbud.go.id/entri/gratis,https://en.wiktionary.org/wiki/gratis#Indonesian,,,
759,,kecuali,,"kecuali -      (p) except; beside
mengecuali -      (p) except for
pengecualian -      (n) excepting; excluding; exempting; mak...
",kecuali -      (p) except; beside,mengecuali -      (p) except for,,,pengecualian -      (n) excepting; excluding; exempting; mak...,,,,,,,,,,,,BK,NotE,2000,1000,3000,A1U,kecuali,Can you list all derivatives of the Indonesian root word kecuali,https://kbbi.kemdikbud.go.id/entri/kecuali,https://en.wiktionary.org/wiki/kecuali#Indonesian,,,
760,,titik,,"titik -      (n) period; dot; point; decimal point; p...
menitikberatkan -      (v) give emphasis; emphasize; stress
menitik -      (v) drip; dot (= bertitik)
",titik -      (n) period; dot; point; decimal point; p...,menitikberatkan -      (v) give emphasis; emphasize; stress,,,menitik -      (v) drip; dot (= bertitik),,,,,,,,,,,,BK,NotE,2000,2000,1000,A1U,titik,Can you list all derivatives of the Indonesian root word titik,https://kbbi.kemdikbud.go.id/entri/titik,https://en.wiktionary.org/wiki/titik#Indonesian,,,
761,,sahabat,,"sahabat -      (n) close friend; companion; chum; buddy...
persahabatan -      (n) friendship
bersahabat -      (v) be friendly; be friends with; to fra...
",sahabat -      (n) close friend; companion; chum; buddy...,persahabatan -      (n) friendship,,,bersahabat -      (v) be friendly; be friends with; to fra...,,,,,,,,,,,,BK,NotE,2000,3000,4000,A1U,sahabat,Can you list all derivatives of the Indonesian root word sahabat,https://kbbi.kemdikbud.go.id/entri/sahabat,https://en.wiktionary.org/wiki/sahabat#Indonesian,,,
762,,jarak,,"jajak -      (n) distance; gap
berjarak -      (v) having a distance; interval; space; ...
menjarak -      (v pass) withdrawn; given way; retired
",jajak -      (n) distance; gap,berjarak -      (v) having a distance; interval; space; ...,,,menjarak -      (v pass) withdrawn; given way; retired,,,,,,,,,,,,BK,NotE,2000,2000,2000,A1U,jarak,Can you list all derivatives of the Indonesian root word jarak,https://kbbi.kemdikbud.go.id/entri/jarak,https://en.wiktionary.org/wiki/jarak#Indonesian,,,
763,,tumpang,,"penumpang -      (n) passenger; hotel guest
tumpang -      (v) join with others
menumpang -      (v) stay with; join in; go along with; r...
",penumpang -      (n) passenger; hotel guest,tumpang -      (v) join with others,,,menumpang -      (v) stay with; join in; go along with; r...,,,,,,,,,,,,BK,NotE,2000,3000,1000,A1U,tumpang,Can you list all derivatives of the Indonesian root word tumpang,https://kbbi.kemdikbud.go.id/entri/tumpang,https://en.wiktionary.org/wiki/tumpang#Indonesian,,,
764,,klub,,"klub -      (n) club; clubhouse


",klub -      (n) club; clubhouse,,,,,,,,,,,,,,,,BK,ENG,2000,2000,1000,A1U,klub,Can you list all derivatives of the Indonesian root word klub,https://kbbi.kemdikbud.go.id/entri/klub,https://en.wiktionary.org/wiki/klub#Indonesian,,,
765,,kalo,,"kalo -      (p) if; when; on the condition that; as ...


",kalo -      (p) if; when; on the condition that; as ...,,,,,,,,,,,,,,,,BK,NotE,2000,3000,11000,A1U,kalo,Can you list all derivatives of the Indonesian root word kalo,https://kbbi.kemdikbud.go.id/entri/kalo,https://en.wiktionary.org/wiki/kalo#Indonesian,,,
766,,pos,,"pos -      (n) post; station; place; position; cate...
mengeposkan -      (v pass) mailed; sent by mail
perposan -      (n) postal
",pos -      (n) post; station; place; position; cate...,mengeposkan -      (v pass) mailed; sent by mail,,,perposan -      (n) postal,,,,,,,,,,,,BK,ENG,3000,3000,2000,A1U,pos,Can you list all derivatives of the Indonesian root word pos,https://kbbi.kemdikbud.go.id/entri/pos,https://en.wiktionary.org/wiki/pos#Indonesian,,,
767,,pabrik,,"pabrik -      (n) factory; plant
pabrikan -      (n) manufactured goods; (n) manufacturer
pabrikasi -      (n) fabrication; manufacturing process; ...
",pabrik -      (n) factory; plant,pabrikan -      (n) manufactured goods; (n) manufacturer,,,pabrikasi -      (n) fabrication; manufacturing process; ...,,,,,,,,,,,,BK,DUT,2000,3000,1000,A1U,pabrik,Can you list all derivatives of the Indonesian root word pabrik,https://kbbi.kemdikbud.go.id/entri/pabrik,https://en.wiktionary.org/wiki/pabrik#Indonesian,,,
768,0,masjid,,"

",,,,,,,,,,,,,,,,,BK,ARA,2000,12000,2000,A1U,masjid,Can you list all derivatives of the Indonesian root word masjid,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
769,,sepak,,"sepak -      (v) kick; sepak bola = soccer
sepak bola -      non-standard spelling (soccer)
sepakan -      (n) kick
",sepak -      (v) kick; sepak bola = soccer,sepak bola -      non-standard spelling (soccer),,,sepakan -      (n) kick,,,,,,,,,,,,BK,NotE,3000,4000,1000,A1U,sepak,Can you list all derivatives of the Indonesian root word sepak,https://kbbi.kemdikbud.go.id/entri/sepak,https://en.wiktionary.org/wiki/sepak#Indonesian,,,
770,,pasien,,"pasien -      (n) medical patient


",pasien -      (n) medical patient,,,,,,,,,,,,,,,,BK,ENG,2000,2000,2000,A1U,pasien,Can you list all derivatives of the Indonesian root word pasien,https://kbbi.kemdikbud.go.id/entri/pasien,https://en.wiktionary.org/wiki/pasien#Indonesian,,,
771,,kebun,,"perkebunan -      (n) agricultural estate; plantation; hor...
kebun -      (n) garden; plantation
berkebun -      (v) garden; having a garden; farm; opera...
",perkebunan -      (n) agricultural estate; plantation; hor...,kebun -      (n) garden; plantation,,,berkebun -      (v) garden; having a garden; farm; opera...,,,,,,,,,,,,BK,NotE,3000,9000,3000,A1U,kebun,Can you list all derivatives of the Indonesian root word kebun,https://kbbi.kemdikbud.go.id/entri/kebun,https://en.wiktionary.org/wiki/kebun#Indonesian,,,
772,,supaya,,"supaya -      (p) in order to; so as to; so that; in o...


",supaya -      (p) in order to; so as to; so that; in o...,,,,,,,,,,,,,,,,BK,NotE,1000,2000,2000,A1U,supaya,Can you list all derivatives of the Indonesian root word supaya,https://kbbi.kemdikbud.go.id/entri/supaya,https://en.wiktionary.org/wiki/supaya#Indonesian,,,
773,,pustaka,,"perpustakaan -      (n) library; book collection; bibliotheq...
pustaka -      (n) reference; book
pustakawan -      (n) male librarian
",perpustakaan -      (n) library; book collection; bibliotheq...,pustaka -      (n) reference; book,,,pustakawan -      (n) male librarian,,,,,,,,,,,,BK,SAN,3000,4000,6000,A1U,pustaka,Can you list all derivatives of the Indonesian root word pustaka,https://kbbi.kemdikbud.go.id/entri/pustaka,https://en.wiktionary.org/wiki/pustaka#Indonesian,,,
774,,level,,"level -      (n) (colq) level


",level -      (n) (colq) level,,,,,,,,,,,,,,,,BK,ENG,1000,4000,1000,A1U,level,Can you list all derivatives of the Indonesian root word level,https://kbbi.kemdikbud.go.id/entri/level,https://en.wiktionary.org/wiki/level#Indonesian,,,
775,,judul,,"judul -      (n) title (of book); caption; credit (of...
berjudul -      (v) be captioned; titled
subjudul -      (n) subtitle
",judul -      (n) title (of book); caption; credit (of...,berjudul -      (v) be captioned; titled,,,subjudul -      (n) subtitle,,,,,,,,,,,,BK,NotE,3000,6000,4000,A1U,judul,Can you list all derivatives of the Indonesian root word judul,https://kbbi.kemdikbud.go.id/entri/judul,https://en.wiktionary.org/wiki/judul#Indonesian,,,
776,,cuma,,"cuma -      (p) but; only; merely
cuma-cuma -      (adv) free; gratis; complimentary; (adj)...
cuma-cuma

",cuma -      (p) but; only; merely,cuma-cuma -      (adv) free; gratis; complimentary; (adj)...,,cuma-cuma,,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,cuma,Can you list all derivatives of the Indonesian root word cuma,https://kbbi.kemdikbud.go.id/entri/cuma,https://en.wiktionary.org/wiki/cuma#Indonesian,,,
777,,tes,,"tes -      (n) test; exam
mengetes -      (v pass) tested; examined
pengetesan -      (n) testing; examining
",tes -      (n) test; exam,mengetes -      (v pass) tested; examined,,,pengetesan -      (n) testing; examining,,,,,,,,,,,,BK,ENG,2000,2000,2000,A1U,tes,Can you list all derivatives of the Indonesian root word tes,https://kbbi.kemdikbud.go.id/entri/tes,https://en.wiktionary.org/wiki/tes#Indonesian,,,
778,,samping,,"samping -      (p) next to (with ""di""); (n) side; rib; ...
mengesampingkan -      (v) overlook; ignore; bypass; put aside;...
sampingan -      (n) side issue; secondary thing; somethi...
","samping -      (p) next to (with ""di""); (n) side; rib; ...",mengesampingkan -      (v) overlook; ignore; bypass; put aside;...,,,sampingan -      (n) side issue; secondary thing; somethi...,,,,,,,,,,,,BK,NotE,2000,2000,3000,A1U,samping,Can you list all derivatives of the Indonesian root word samping,https://kbbi.kemdikbud.go.id/entri/samping,https://en.wiktionary.org/wiki/samping#Indonesian,,,
779,,area,,"area -      (n) area


",area -      (n) area,,,,,,,,,,,,,,,,BK,ENG,2000,2000,2000,A1U,area,Can you list all derivatives of the Indonesian root word area,https://kbbi.kemdikbud.go.id/entri/area,https://en.wiktionary.org/wiki/area#Indonesian,,,
780,,potong,,"memotong -      (v) cut; slice; amputate; chop off
potongan -      (n) deduction; reduction; discount; cut;...
potong -      (v) cut; chop; slice; (n) a piece of (nu...
",memotong -      (v) cut; slice; amputate; chop off,potongan -      (n) deduction; reduction; discount; cut;...,,,potong -      (v) cut; chop; slice; (n) a piece of (nu...,,,,,,,,,,,,BK,NotE,5000,2000,5000,A1U,potong,Can you list all derivatives of the Indonesian root word potong,https://kbbi.kemdikbud.go.id/entri/potong,https://en.wiktionary.org/wiki/potong#Indonesian,,,
781,,luka,,"luka -      (n) injury; wound
terluka -      (v pass) wounded; hurt; offended; injure...
melukai -      (v) wound; injure; hurt; harm
",luka -      (n) injury; wound,terluka -      (v pass) wounded; hurt; offended; injure...,,,melukai -      (v) wound; injure; hurt; harm,,,,,,,,,,,,BK,NotE,2000,2000,1000,A1U,luka,Can you list all derivatives of the Indonesian root word luka,https://kbbi.kemdikbud.go.id/entri/luka,https://en.wiktionary.org/wiki/luka#Indonesian,,,
782,,jadwal,,"jadwal -      (n) schedule; program; list; timetable; ...
menjadwalkan -      (v pass) scheduled; programmed
penjadwalan -      (n) scheduling process; programming
",jadwal -      (n) schedule; program; list; timetable; ...,menjadwalkan -      (v pass) scheduled; programmed,,,penjadwalan -      (n) scheduling process; programming,,,,,,,,,,,,BK,ARA,2000,3000,2000,A1U,jadwal,Can you list all derivatives of the Indonesian root word jadwal,https://kbbi.kemdikbud.go.id/entri/jadwal,https://en.wiktionary.org/wiki/jadwal#Indonesian,,,
783,,belanja,,"belanja -      (n) expense; cost (esp. for daily goods)...
perbelanjaan -      (n) financing; shopping; budgeting; expe...
berbelanja -      (v) be shopping; buy things
",belanja -      (n) expense; cost (esp. for daily goods)...,perbelanjaan -      (n) financing; shopping; budgeting; expe...,,,berbelanja -      (v) be shopping; buy things,,,,,,,,,,,,BK,NotE,2000,4000,1000,A1U,belanja,Can you list all derivatives of the Indonesian root word belanja,https://kbbi.kemdikbud.go.id/entri/belanja,https://en.wiktionary.org/wiki/belanja#Indonesian,,,
784,,tangga,,"tangga -      (n) stairs; ladder
bertangga -      (v) have stairs

",tangga -      (n) stairs; ladder,bertangga -      (v) have stairs,,,,,,,,,,,,,,,BK,NotE,2000,2000,2000,A1U,tangga,Can you list all derivatives of the Indonesian root word tangga,https://kbbi.kemdikbud.go.id/entri/tangga,https://en.wiktionary.org/wiki/tangga#Indonesian,,,
785,,pecah,,"memecahkan -      (v) break; crash; resolve
pecah -      (v) separate; shatter; break to pieces
memecah -      (v) separate; shatter; break to pieces
",memecahkan -      (v) break; crash; resolve,pecah -      (v) separate; shatter; break to pieces,,,memecah -      (v) separate; shatter; break to pieces,,,,,,,,,,,,BK,NotE,4000,2000,5000,A1U,pecah,Can you list all derivatives of the Indonesian root word pecah,https://kbbi.kemdikbud.go.id/entri/pecah,https://en.wiktionary.org/wiki/pecah#Indonesian,,,
786,,peduli,,"peduli -      (v) care about; meddle; bother about; mi...
kepedulian -      (n) concern; interest; a caring; conditi...
memedulikan -      non-standard spelling ((v) pay attention to)
",peduli -      (v) care about; meddle; bother about; mi...,kepedulian -      (n) concern; interest; a caring; conditi...,,,memedulikan -      non-standard spelling ((v) pay attention to),,,,,,,,,,,,BK,ARA,2000,1000,3000,A1U,peduli,Can you list all derivatives of the Indonesian root word peduli,https://kbbi.kemdikbud.go.id/entri/peduli,https://en.wiktionary.org/wiki/peduli#Indonesian,,,
787,,sempit,,"mempersempit -      (v) narrow; tighten; constrain; constric...
sempit -      (adj) narrow; tight
penyempitan -      (n) narrowing; tightening; constricting;...
",mempersempit -      (v) narrow; tighten; constrain; constric...,sempit -      (adj) narrow; tight,,,penyempitan -      (n) narrowing; tightening; constricting;...,,,,,,,,,,,,BK,NotE,2000,35000,80000,A1U,sempit,Can you list all derivatives of the Indonesian root word sempit,https://kbbi.kemdikbud.go.id/entri/sempit,https://en.wiktionary.org/wiki/sempit#Indonesian,,,
788,,ton,,"ton -      (n) ton (unit of weight)


",ton -      (n) ton (unit of weight),,,,,,,,,,,,,,,,BK,ENG,1000,5000,1000,A1U,ton,Can you list all derivatives of the Indonesian root word ton,https://kbbi.kemdikbud.go.id/entri/ton,https://en.wiktionary.org/wiki/ton#Indonesian,,,
789,,berangkat,,"berangkat -      (v) depart; take off; leave; start
keberangkatan -      (n) departure; leaving
memberangkatkan -      (v pass) sent; dispatched; departed
",berangkat -      (v) depart; take off; leave; start,keberangkatan -      (n) departure; leaving,,,memberangkatkan -      (v pass) sent; dispatched; departed,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,berangkat,Can you list all derivatives of the Indonesian root word berangkat,https://kbbi.kemdikbud.go.id/entri/berangkat,https://en.wiktionary.org/wiki/berangkat#Indonesian,,,
790,,berani,,"berani -      (adj) brave; gallant; daring; audacious;...
keberanian -      (n) courage; bravery; daring; boldness
memberanikan -      (v) embolden; encourage; inspire
",berani -      (adj) brave; gallant; daring; audacious;...,keberanian -      (n) courage; bravery; daring; boldness,,,memberanikan -      (v) embolden; encourage; inspire,,,,,,,,,,,,BK,NotE,2000,1000,2000,A1U,berani,Can you list all derivatives of the Indonesian root word berani,https://kbbi.kemdikbud.go.id/entri/berani,https://en.wiktionary.org/wiki/berani#Indonesian,,,
791,,tamu -      (n) guest; visitor; customer,,"tamu -      (n) guest; visitor; customer
menamu -      (v) be a guest of; entertain
bertamu -      (v) visit; being a guest
",,menamu -      (v) be a guest of; entertain,,,bertamu -      (v) visit; being a guest,,,,,,,,,,,,BK,NotE,2000,2000,2000,A1U,tamu,Can you list all derivatives of the Indonesian root word tamu,https://kbbi.kemdikbud.go.id/entri/tamu,https://en.wiktionary.org/wiki/tamu#Indonesian,,,
792,,ikat,,"mengikat -      (v pass) tied; banded; fastened; (v pass...
ikatan -      (n) union; alliance; league; bundle; bon...
ikat -      (n) string; rope; tying cord; (n) bunch;...
",mengikat -      (v pass) tied; banded; fastened; (v pass...,ikatan -      (n) union; alliance; league; bundle; bon...,,,ikat -      (n) string; rope; tying cord; (n) bunch;...,,,,,,,,,,,,BK,SAN,5000,3000,6000,A1U,ikat,Can you list all derivatives of the Indonesian root word ikat,https://kbbi.kemdikbud.go.id/entri/ikat,https://en.wiktionary.org/wiki/ikat#Indonesian,,,
793,,gereja,,"gereja -      (n) church
gerejawi -      (adj) ecclesiastical (be related to a ch...
gerejani -      (adj) ecclesiastical (be related to a ch...
",gereja -      (n) church,gerejawi -      (adj) ecclesiastical (be related to a ch...,,,gerejani -      (adj) ecclesiastical (be related to a ch...,,,,,,,,,,,,BK,POR,3000,2000,2000,A1U,gereja,Can you list all derivatives of the Indonesian root word gereja,https://kbbi.kemdikbud.go.id/entri/gereja,https://en.wiktionary.org/wiki/gereja#Indonesian,,,
794,,kampung,,"kampung -      (n) hamlet; rural compound; cluster of h...
perkampungan -      (n) township; settlement; gathering plac...
sekampung -      (adv) from the same village; throughout ...
",kampung -      (n) hamlet; rural compound; cluster of h...,perkampungan -      (n) township; settlement; gathering plac...,,,sekampung -      (adv) from the same village; throughout ...,,,,,,,,,,,,BK,NotE,2000,5000,1000,A1U,kampung,Can you list all derivatives of the Indonesian root word kampung,https://kbbi.kemdikbud.go.id/entri/kampung,https://en.wiktionary.org/wiki/kampung#Indonesian,,,
795,,lebar,,"lebar -      (adj) wide; large (dimentionally; within...
melebar -      (v) widen; expand; extend; broaden
pelebaran -      (n) enlarging; widening; expanding; exte...
",lebar -      (adj) wide; large (dimentionally; within...,melebar -      (v) widen; expand; extend; broaden,,,pelebaran -      (n) enlarging; widening; expanding; exte...,,,,,,,,,,,,BK,NotE,2000,4000,3000,A1U,lebar,Can you list all derivatives of the Indonesian root word lebar,https://kbbi.kemdikbud.go.id/entri/lebar,https://en.wiktionary.org/wiki/lebar#Indonesian,,,
796,,malu,,"malu -      (adj) shy; asshamed
kemaluan -      (n) genitals; the external reproductive ...
memalukan -      (v) dishonor; be shameful; embarassing; ...
",malu -      (adj) shy; asshamed,kemaluan -      (n) genitals; the external reproductive ...,,,memalukan -      (v) dishonor; be shameful; embarassing; ...,,,,,,,,,,,,BK,NotE,4000,1000,5000,A1U,malu,Can you list all derivatives of the Indonesian root word malu,https://kbbi.kemdikbud.go.id/entri/malu,https://en.wiktionary.org/wiki/malu#Indonesian,,,
797,,diam,,"diam -      (adj) silent; quiet; still; (v) live; re...
kediaman -      (n) residence; abode; domicile
diam-diam -      (adv) secretly; quietly; clandestine
diam-diam
",diam -      (adj) silent; quiet; still; (v) live; re...,kediaman -      (n) residence; abode; domicile,,,diam-diam -      (adv) secretly; quietly; clandestine,,,,,diam-diam,,,,,,,BK,NotE,3000,1000,4000,A1U,diam,Can you list all derivatives of the Indonesian root word diam,https://kbbi.kemdikbud.go.id/entri/diam,https://en.wiktionary.org/wiki/diam#Indonesian,,,
798,,ringan,,"ringan -      (adj) light (weighted); easy; minor; fac...
meringankan -      (v) relieve; lighten; ease; facilitate; ...
keringanan -      (adj) too light; overly lightweight; (n)...
",ringan -      (adj) light (weighted); easy; minor; fac...,meringankan -      (v) relieve; lighten; ease; facilitate; ...,,,keringanan -      (adj) too light; overly lightweight; (n)...,,,,,,,,,,,,BK,NotE,2000,3000,2000,A1U,ringan,Can you list all derivatives of the Indonesian root word ringan,https://kbbi.kemdikbud.go.id/entri/ringan,https://en.wiktionary.org/wiki/ringan#Indonesian,,,
799,,puasa,,"puasa -      (n) fast (a time of not eating)
berpuasa -      (v) fast; abstain from eating

",puasa -      (n) fast (a time of not eating),berpuasa -      (v) fast; abstain from eating,,,,,,,,,,,,,,,BK,SAN,2000,15000,2000,A1U,puasa,Can you list all derivatives of the Indonesian root word puasa,https://kbbi.kemdikbud.go.id/entri/puasa,https://en.wiktionary.org/wiki/puasa#Indonesian,,,
800,,rokok,,"rokok -      (n) tobacco
merokok -      (v) smoke
perokok -      (n) cigarette smoker
",rokok -      (n) tobacco,merokok -      (v) smoke,,,perokok -      (n) cigarette smoker,,,,,,,,,,,,BK,NotE,3000,3000,2000,A1U,rokok,Can you list all derivatives of the Indonesian root word rokok,https://kbbi.kemdikbud.go.id/entri/rokok,https://en.wiktionary.org/wiki/rokok#Indonesian,,,
